Timestamp,Symbol,Direction,Entry Price,SL,TP,Mode,Indicators Snapshot
2025-07-23 12:18:30,XAUUSD.d,BUY,3424.12000,3421.01900,3429.28833,ATR_BASED,atr=2.0673
2025-07-23 12:19:30,XAUUSD.d,BUY,3424.12000,3421.01900,3429.28833,ATR_BASED,atr=2.0673
